Checkpoint #,Name,Uploaded At,Elo Rating,Network File,Raw TF Weights,Raw Elo,Raw Network URL,Raw TF URL
484,kata1-b60c320-s5718372096-d2789893718,2022-02-28 01:35:48 UTC,"13544.3 ± 18.4 - (1,751 games)",[Download],[Download],13544.3,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5718372096-d2789893718.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5718372096-d2789893718.zip
483,kata1-b40c256-s11385575424-d2784196062,2022-02-23 06:50:39 UTC,"13462.4 ± 17.8 - (1,730 games)",[Download],[Download],13462.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11385575424-d2784196062.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11385575424-d2784196062.zip
482,kata1-b60c320-s5695909120-d2783756515,2022-02-23 02:36:40 UTC,"13553.9 ± 18.7 - (1,738 games)",[Download],[Download],13553.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5695909120-d2783756515.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5695909120-d2783756515.zip
481,kata1-b60c320-s5673449216-d2777467113,2022-02-18 17:40:15 UTC,"13563.7 ± 17.0 - (2,187 games)",[Download],[Download],13563.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5673449216-d2777467113.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5673449216-d2777467113.zip
480,kata1-b60c320-s5651058176-d2770629017,2022-02-14 07:33:55 UTC,"13560.1 ± 15.8 - (2,544 games)",[Download],[Download],13560.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5651058176-d2770629017.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5651058176-d2770629017.zip
479,kata1-b60c320-s5628531456-d2764466202,2022-02-11 15:16:08 UTC,"13543.2 ± 18.3 - (1,795 games)",[Download],[Download],13543.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5628531456-d2764466202.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5628531456-d2764466202.zip
478,kata1-b40c256-s11290411776-d2760978415,2022-02-10 11:40:50 UTC,"13467.4 ± 17.7 - (1,751 games)",[Download],[Download],13467.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11290411776-d2760978415.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11290411776-d2760978415.zip
477,kata1-b60c320-s5606071808-d2758398745,2022-02-09 18:25:04 UTC,"13551.6 ± 17.5 - (2,025 games)",[Download],[Download],13551.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5606071808-d2758398745.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5606071808-d2758398745.zip
476,kata1-b60c320-s5583614464-d2752016767,2022-02-07 23:18:53 UTC,"13551.2 ± 18.7 - (1,750 games)",[Download],[Download],13551.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5583614464-d2752016767.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5583614464-d2752016767.zip
475,kata1-b60c320-s5561217024-d2745701040,2022-02-05 22:44:22 UTC,"13547.9 ± 18.6 - (1,760 games)",[Download],[Download],13547.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5561217024-d2745701040.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5561217024-d2745701040.zip
474,kata1-b60c320-s5538825472-d2739548506,2022-02-03 22:49:50 UTC,"13551.5 ± 17.9 - (1,944 games)",[Download],[Download],13551.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5538825472-d2739548506.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5538825472-d2739548506.zip
473,kata1-b40c256-s11196296704-d2738411569,2022-02-03 13:26:18 UTC,"13444.0 ± 17.4 - (1,772 games)",[Download],[Download],13444,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11196296704-d2738411569.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11196296704-d2738411569.zip
472,kata1-b60c320-s5516356096-d2733159423,2022-02-01 09:17:31 UTC,"13548.1 ± 16.6 - (2,204 games)",[Download],[Download],13548.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5516356096-d2733159423.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5516356096-d2733159423.zip
471,kata1-b60c320-s5494031616-d2726973216,2022-01-29 17:31:19 UTC,"13552.4 ± 16.2 - (2,359 games)",[Download],[Download],13552.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5494031616-d2726973216.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5494031616-d2726973216.zip
470,kata1-b60c320-s5471354368-d2722410852,2022-01-28 09:35:40 UTC,"13553.8 ± 16.6 - (2,255 games)",[Download],[Download],13553.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5471354368-d2722410852.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5471354368-d2722410852.zip
469,kata1-b40c256-s11101799168-d2715431527,2022-01-27 10:54:30 UTC,"13466.5 ± 17.0 - (1,859 games)",[Download],[Download],13466.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11101799168-d2715431527.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11101799168-d2715431527.zip
468,kata1-b40c256-s11078294784-d2707780120,2022-01-26 08:51:43 UTC,"13444.0 ± 17.0 - (1,825 games)",[Download],[Download],13444,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11078294784-d2707780120.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11078294784-d2707780120.zip
467,kata1-b40c256-s11055351296-d2698101170,2022-01-25 07:24:53 UTC,"13433.7 ± 17.3 - (1,776 games)",[Download],[Download],13433.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11055351296-d2698101170.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11055351296-d2698101170.zip
466,kata1-b40c256-s11032273408-d2690045471,2022-01-24 05:49:25 UTC,"13453.4 ± 17.2 - (1,788 games)",[Download],[Download],13453.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11032273408-d2690045471.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11032273408-d2690045471.zip
465,kata1-b60c320-s5386097664-d2685087983,2022-01-23 11:06:37 UTC,"13551.0 ± 15.7 - (2,512 games)",[Download],[Download],13551,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5386097664-d2685087983.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5386097664-d2685087983.zip
464,kata1-b40c256-s11009541376-d2683568712,2022-01-23 04:35:57 UTC,"13443.0 ± 17.2 - (1,801 games)",[Download],[Download],13443,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s11009541376-d2683568712.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s11009541376-d2683568712.zip
463,kata1-b40c256-s10985907712-d2677753911,2022-01-21 18:14:54 UTC,"13451.8 ± 17.1 - (1,819 games)",[Download],[Download],13451.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10985907712-d2677753911.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10985907712-d2677753911.zip
462,kata1-b40c256-s10962542848-d2672348390,2022-01-20 05:20:02 UTC,"13461.9 ± 17.4 - (1,779 games)",[Download],[Download],13461.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10962542848-d2672348390.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10962542848-d2672348390.zip
461,kata1-b40c256-s10939463424-d2666454237,2022-01-18 15:48:19 UTC,"13431.5 ± 17.2 - (1,791 games)",[Download],[Download],13431.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10939463424-d2666454237.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10939463424-d2666454237.zip
460,kata1-b40c256-s10916305152-d2660945905,2022-01-16 19:40:51 UTC,"13448.9 ± 17.4 - (1,750 games)",[Download],[Download],13448.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10916305152-d2660945905.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10916305152-d2660945905.zip
459,kata1-b60c320-s5296522496-d2660440096,2022-01-16 18:29:02 UTC,"13537.6 ± 15.3 - (2,630 games)",[Download],[Download],13537.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5296522496-d2660440096.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5296522496-d2660440096.zip
458,kata1-b40c256-s10893218304-d2655774524,2022-01-15 15:19:15 UTC,"13462.4 ± 17.7 - (1,726 games)",[Download],[Download],13462.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10893218304-d2655774524.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10893218304-d2655774524.zip
457,kata1-b40c256-s10869863936-d2649696980,2022-01-14 10:34:47 UTC,"13447.6 ± 17.3 - (1,762 games)",[Download],[Download],13447.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10869863936-d2649696980.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10869863936-d2649696980.zip
456,kata1-b40c256-s10846716416-d2644358735,2022-01-13 08:34:32 UTC,"13442.2 ± 16.9 - (1,852 games)",[Download],[Download],13442.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10846716416-d2644358735.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10846716416-d2644358735.zip
455,kata1-b40c256-s10823908608-d2638763986,2022-01-12 07:16:20 UTC,"13443.2 ± 17.4 - (1,750 games)",[Download],[Download],13443.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10823908608-d2638763986.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10823908608-d2638763986.zip
454,kata1-b60c320-s5206749696-d2635237647,2022-01-11 15:51:14 UTC,"13539.1 ± 14.5 - (2,885 games)",[Download],[Download],13539.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5206749696-d2635237647.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5206749696-d2635237647.zip
453,kata1-b40c256-s10800760064-d2633359377,2022-01-11 05:35:05 UTC,"13453.6 ± 17.2 - (1,796 games)",[Download],[Download],13453.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10800760064-d2633359377.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10800760064-d2633359377.zip
452,kata1-b40c256-s10777469184-d2627144220,2022-01-10 01:11:03 UTC,"13438.2 ± 17.1 - (1,800 games)",[Download],[Download],13438.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10777469184-d2627144220.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10777469184-d2627144220.zip
451,kata1-b40c256-s10754390272-d2621586447,2022-01-08 16:14:02 UTC,"13454.6 ± 17.2 - (1,797 games)",[Download],[Download],13454.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10754390272-d2621586447.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10754390272-d2621586447.zip
450,kata1-b40c256-s10731034880-d2615827980,2022-01-07 05:24:50 UTC,"13450.0 ± 17.2 - (1,784 games)",[Download],[Download],13450,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10731034880-d2615827980.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10731034880-d2615827980.zip
449,kata1-b40c256-s10708098304-d2609936405,2022-01-05 05:29:26 UTC,"13428.6 ± 17.4 - (1,770 games)",[Download],[Download],13428.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10708098304-d2609936405.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10708098304-d2609936405.zip
448,kata1-b60c320-s5116109824-d2608865294,2022-01-05 00:29:32 UTC,"13535.8 ± 14.0 - (3,030 games)",[Download],[Download],13535.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5116109824-d2608865294.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5116109824-d2608865294.zip
447,kata1-b40c256-s10684738304-d2604333619,2022-01-03 22:22:40 UTC,"13429.5 ± 17.1 - (1,788 games)",[Download],[Download],13429.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10684738304-d2604333619.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10684738304-d2604333619.zip
446,kata1-b40c256-s10661380352-d2598650298,2022-01-02 15:11:02 UTC,"13448.0 ± 17.1 - (1,797 games)",[Download],[Download],13448,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10661380352-d2598650298.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10661380352-d2598650298.zip
445,kata1-b40c256-s10638505984-d2592890214,2021-12-31 11:52:47 UTC,"13427.9 ± 16.9 - (1,829 games)",[Download],[Download],13427.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10638505984-d2592890214.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10638505984-d2592890214.zip
444,kata1-b40c256-s10615081728-d2587250228,2021-12-26 00:10:16 UTC,"13442.2 ± 16.5 - (1,929 games)",[Download],[Download],13442.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10615081728-d2587250228.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10615081728-d2587250228.zip
443,kata1-b60c320-s5026470912-d2583431160,2021-12-22 19:35:53 UTC,"13540.1 ± 12.9 - (3,726 games)",[Download],[Download],13540.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s5026470912-d2583431160.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s5026470912-d2583431160.zip
442,kata1-b40c256-s10592487936-d2581628733,2021-12-21 07:05:03 UTC,"13438.0 ± 16.3 - (1,978 games)",[Download],[Download],13438,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10592487936-d2581628733.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10592487936-d2581628733.zip
441,kata1-b40c256-s10568986624-d2575992043,2021-12-17 20:58:49 UTC,"13450.5 ± 16.4 - (1,997 games)",[Download],[Download],13450.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10568986624-d2575992043.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10568986624-d2575992043.zip
440,kata1-b40c256-s10545697536-d2570360618,2021-12-13 05:05:06 UTC,"13434.7 ± 15.9 - (2,070 games)",[Download],[Download],13434.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10545697536-d2570360618.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10545697536-d2570360618.zip
439,kata1-b40c256-s10522196480-d2564762259,2021-12-08 23:53:08 UTC,"13436.8 ± 15.7 - (2,128 games)",[Download],[Download],13436.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10522196480-d2564762259.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10522196480-d2564762259.zip
438,kata1-b40c256-s10499183872-d2559211369,2021-12-04 11:23:09 UTC,"13443.0 ± 15.9 - (2,102 games)",[Download],[Download],13443,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10499183872-d2559211369.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10499183872-d2559211369.zip
437,kata1-b60c320-s4936546048-d2558446658,2021-12-04 02:13:04 UTC,"13528.8 ± 13.0 - (3,579 games)",[Download],[Download],13528.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4936546048-d2558446658.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4936546048-d2558446658.zip
436,kata1-b40c256-s10475751936-d2553506620,2021-11-29 22:28:35 UTC,"13421.2 ± 15.9 - (2,074 games)",[Download],[Download],13421.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10475751936-d2553506620.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10475751936-d2553506620.zip
435,kata1-b40c256-s10452530432-d2547930297,2021-11-24 20:52:17 UTC,"13432.1 ± 15.9 - (2,101 games)",[Download],[Download],13432.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10452530432-d2547930297.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10452530432-d2547930297.zip
434,kata1-b40c256-s10428827648-d2542256043,2021-11-19 12:45:08 UTC,"13431.4 ± 16.3 - (1,974 games)",[Download],[Download],13431.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10428827648-d2542256043.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10428827648-d2542256043.zip
433,kata1-b40c256-s10405536256-d2536663575,2021-11-15 02:04:01 UTC,"13431.7 ± 15.9 - (2,061 games)",[Download],[Download],13431.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10405536256-d2536663575.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10405536256-d2536663575.zip
432,kata1-b60c320-s4847033088-d2533443523,2021-11-12 12:00:59 UTC,"13509.8 ± 15.2 - (2,520 games)",[Download],[Download],13509.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4847033088-d2533443523.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4847033088-d2533443523.zip
431,kata1-b40c256-s10382453504-d2531003754,2021-11-10 18:29:22 UTC,"13425.9 ± 16.1 - (2,024 games)",[Download],[Download],13425.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10382453504-d2531003754.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10382453504-d2531003754.zip
430,kata1-b40c256-s10359230464-d2525387336,2021-11-06 02:03:58 UTC,"13429.6 ± 16.1 - (2,031 games)",[Download],[Download],13429.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10359230464-d2525387336.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10359230464-d2525387336.zip
429,kata1-b40c256-s10336005120-d2519775087,2021-11-02 06:36:11 UTC,"13426.1 ± 15.6 - (2,139 games)",[Download],[Download],13426.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10336005120-d2519775087.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10336005120-d2519775087.zip
428,kata1-b40c256-s10312780288-d2513725330,2021-10-26 07:48:39 UTC,"13423.1 ± 15.9 - (2,068 games)",[Download],[Download],13423.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10312780288-d2513725330.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10312780288-d2513725330.zip
427,kata1-b60c320-s4757446912-d2508467886,2021-10-16 10:17:06 UTC,"13525.6 ± 13.4 - (3,400 games)",[Download],[Download],13525.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4757446912-d2508467886.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4757446912-d2508467886.zip
426,kata1-b40c256-s10289624064-d2508105064,2021-10-15 23:47:23 UTC,"13405.6 ± 16.1 - (2,018 games)",[Download],[Download],13405.6,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10289624064-d2508105064.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10289624064-d2508105064.zip
425,kata1-b40c256-s10266544640-d2502600448,2021-10-12 06:41:23 UTC,"13407.9 ± 16.1 - (2,010 games)",[Download],[Download],13407.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10266544640-d2502600448.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10266544640-d2502600448.zip
424,kata1-b40c256-s10242970368-d2497066238,2021-10-10 19:17:09 UTC,"13408.5 ± 15.8 - (2,103 games)",[Download],[Download],13408.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10242970368-d2497066238.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10242970368-d2497066238.zip
423,kata1-b40c256-s10219891200-d2491266013,2021-10-05 08:35:10 UTC,"13400.5 ± 16.0 - (2,013 games)",[Download],[Download],13400.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10219891200-d2491266013.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10219891200-d2491266013.zip
422,kata1-b40c256-s10197099008-d2485690778,2021-10-01 12:23:20 UTC,"13396.0 ± 15.5 - (2,132 games)",[Download],[Download],13396,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10197099008-d2485690778.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10197099008-d2485690778.zip
421,kata1-b60c320-s4667454720-d2483405248,2021-09-30 02:59:09 UTC,"13523.4 ± 12.0 - (4,248 games)",[Download],[Download],13523.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4667454720-d2483405248.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4667454720-d2483405248.zip
420,kata1-b40c256-s10173669120-d2479994982,2021-09-27 18:21:58 UTC,"13404.8 ± 16.1 - (2,000 games)",[Download],[Download],13404.8,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10173669120-d2479994982.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10173669120-d2479994982.zip
419,kata1-b40c256-s10150379520-d2474366098,2021-09-23 16:28:09 UTC,"13420.5 ± 16.2 - (2,002 games)",[Download],[Download],13420.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10150379520-d2474366098.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10150379520-d2474366098.zip
418,kata1-b40c256-s10126672640-d2468611129,2021-09-17 14:02:00 UTC,"13403.3 ± 16.1 - (1,990 games)",[Download],[Download],13403.3,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10126672640-d2468611129.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10126672640-d2468611129.zip
417,kata1-b40c256-s10102762496-d2462487502,2021-09-10 02:28:17 UTC,"13410.7 ± 16.4 - (1,935 games)",[Download],[Download],13410.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10102762496-d2462487502.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10102762496-d2462487502.zip
416,kata1-b60c320-s4577723904-d2458479936,2021-09-06 15:33:12 UTC,"13527.0 ± 9.1 - (7,425 games)",[Download],[Download],13527,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4577723904-d2458479936.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4577723904-d2458479936.zip
415,kata1-b40c256-s10079401728-d2456898881,2021-09-05 12:30:04 UTC,"13416.2 ± 15.6 - (2,147 games)",[Download],[Download],13416.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10079401728-d2456898881.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10079401728-d2456898881.zip
414,kata1-b40c256-s10055485440-d2451256266,2021-08-31 22:09:07 UTC,"13406.2 ± 15.7 - (2,095 games)",[Download],[Download],13406.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10055485440-d2451256266.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10055485440-d2451256266.zip
413,kata1-b40c256-s10032125184-d2445637108,2021-08-27 21:09:28 UTC,"13414.2 ± 14.6 - (2,440 games)",[Download],[Download],13414.2,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10032125184-d2445637108.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10032125184-d2445637108.zip
412,kata1-b40c256-s10008764416-d2439988600,2021-08-22 16:01:34 UTC,"13414.5 ± 15.9 - (2,061 games)",[Download],[Download],13414.5,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s10008764416-d2439988600.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s10008764416-d2439988600.zip
411,kata1-b40c256-s9971606016-d2431610322,2021-08-14 09:14:28 UTC,"13405.4 ± 15.9 - (2,081 games)",[Download],[Download],13405.4,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s9971606016-d2431610322.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s9971606016-d2431610322.zip
410,kata1-b40c256-s9948109056-d2425397051,2021-08-11 10:15:42 UTC,"13416.1 ± 13.6 - (2,807 games)",[Download],[Download],13416.1,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s9948109056-d2425397051.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s9948109056-d2425397051.zip
409,kata1-b60c320-s4406649088-d2410291439,2021-08-10 01:02:05 UTC,"13509.7 ± 9.4 - (6,868 games)",[Download],[Download],13509.7,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b60c320-s4406649088-d2410291439.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b60c320-s4406649088-d2410291439.zip
408,kata1-b40c256-s9924472832-d2419735725,2021-08-07 02:20:32 UTC,"13395.9 ± 15.9 - (2,055 games)",[Download],[Download],13395.9,https://media.katagotraining.org/uploaded/networks/models/kata1/kata1-b40c256-s9924472832-d2419735725.bin.gz,https://media.katagotraining.org/uploaded/networks/zips/kata1/kata1-b40c256-s9924472832-d2419735725.zip
